ID,Title,Company,Location,Score,Status,Source,Salary,URL,Matched Skills,Score Reasoning,Scraped At,Applied At,Resume,Cover Letter,Notes
2,Software Engineer - Backend (Python),McKinsey & Company,"Gurgaon, Haryana, India",8.0,scored,linkedin,,https://in.linkedin.com/jobs/view/software-engineer-backend-python-at-mckinsey-company-4369634450,"Python, Node.js (JavaScript/TypeScript), REST APIs, WebSockets, microservices, Databases orchestration",High technical skill match due to experience with Python and similar backend technologies.,2026-02-13T19:10:40.994878,,,,
1,SDE 2 - Backend,Jar,"Bengaluru, Karnataka, India",8.0,scored,linkedin,,https://in.linkedin.com/jobs/view/sde-2-backend-at-jar-4369493952,"C#, Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, ReactJS, GenAl & Al Agents, LLM integration, RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends.","The candidate's technical skills match well with the job requirements, and their seniority and location are suitable for this role.",2026-02-13T19:10:40.994878,,,,
113,Senior Full stack Developer,Lemon.io,Remote,7.5,scored,remoteok,"$80,000 - $190,000",https://remoteOK.com/remote-jobs/remote-senior-full-stack-developer-lemon-io-1130153,"Node.js, Express.js, Python, REST APIs, WebSockets, microservices, event-driven systems, GenAI & Al Agents, LLM integration, RAG, JWT, OAuth2","High technical skill match and seniority fit, but some requirements not perfectly matched (e.g., React.js experience)",2026-02-13T19:12:57.725749,,,,
74,Full Stack Developer Intern,Seagate Technology,"Singapore, Singapore",7.5,scored,linkedin,,https://sg.linkedin.com/jobs/view/full-stack-developer-intern-at-seagate-technology-4285856896,"Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends., MySQL, PostgreSQL, MongoDB","Candidate's technical skills are a good match for the role, but seniority may be an issue and growth potential is not explicitly mentioned.",2026-02-13T19:11:39.302117,,,,
67,Full Stack Developer Intern,Vertis,"Singapore, Singapore",7.5,scored,linkedin,,https://sg.linkedin.com/jobs/view/full-stack-developer-intern-at-vertis-4371356057,"Node.js, Express.js, Python, REST APIs, WebSockets, microservices, ReactJS, GenAl & Al Agents, LLM integration","Candidate has relevant technical skills for backend/full-stack roles, but seniority and location don't perfectly match.",2026-02-13T19:11:39.300115,,,,
59,Backend Engineer - Subscriptions,Spotify,"London, England, United Kingdom",7.5,scored,linkedin,,https://uk.linkedin.com/jobs/view/backend-engineer-subscriptions-at-spotify-4362486910,"C#, Node.js (JavaScript/TypeScript), Python, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration, RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends","Candidate has strong technical skill match (Backend and AI/ML skills), seniority fit, and role type alignment. Location compatibility is good with remote options available. However, growth potential is uncertain due to lack of job description.",2026-02-13T19:11:21.697410,,,,
56,Founding Backend Engineer,Aurora,"London, England, United Kingdom",7.5,scored,linkedin,,https://uk.linkedin.com/jobs/view/founding-backend-engineer-at-aurora-4365709104,"C#, Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration (Azure GPT/OpenAI), RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends.","Excellent technical skill match for a backend role, seniority is appropriate, but location might require relocation",2026-02-13T19:11:21.696411,,,,
44,Full Stack Developer,AlisQI,"Utrecht, Utrecht, Netherlands",7.5,scored,linkedin,,https://nl.linkedin.com/jobs/view/full-stack-developer-at-alisqi-4292233140,"Node.js (JavaScript/TypeScript), Express.js, Python, REST APIs, WebSockets, microservices, ReactJS (dashboards, admin panels, internal tools), MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security",Excellent technical skill match for a Full Stack Developer role. Pratik's experience and skills align well with the job requirements.,2026-02-13T19:11:07.847899,,,,
38,JUNIOR BACK-END DEVELOPER,Notive - IT Innovation Partner,"Zwijndrecht, South Holland, Netherlands",7.5,scored,linkedin,,https://nl.linkedin.com/jobs/view/junior-back-end-developer-at-notive-it-innovation-partner-4207725614,"Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration (Azure GPT/OpenAI), MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security","Strong match on technical skills, but role is junior and location may require relocation",2026-02-13T19:11:07.845370,,,,
32,Back End Developer,Salento,"Utrecht, Netherlands",7.5,scored,linkedin,,https://nl.linkedin.com/jobs/view/back-end-developer-at-salento-4368369556,"C#, Node.js, Express.js, Python, microservices, REST APIs, WebSockets, ReactJS, AWS, Docker, Linux",High technical skill match (Backend/Full-stack/SDE roles) but potential concern about relocation and career growth.,2026-02-13T19:11:07.844359,,,,
17,"Software Engineer - Backend, 100%",Unique,"Berlin, Berlin, Germany",7.5,scored,linkedin,,https://de.linkedin.com/jobs/view/software-engineer-backend-100%25-at-unique-4370500927,"Node.js, Python, REST APIs, WebSockets, microservices, event-driven systems","Candidate's technical skills (C#, Node.js, Python) and experience match well for a Backend role in Berlin.",2026-02-13T19:10:54.960815,,,,
106,Staff AI Engineer R37,Phare Health,Remote,7.4,scored,remoteok,"$140,000 - $350,000",https://remoteOK.com/remote-jobs/remote-staff-ai-engineer-r37-phare-health-1130168,"Node.js, Python, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration (Azure GPT/OpenAI), RAG, Al agents, prompt","The candidate has a strong technical skill match for the role, with experience in backend development and AI/ML. However, the job description requires more expertise in healthcare-specific AI applications, which may be a challenge.",2026-02-13T19:12:57.725229,,,,
71,Fullstack Java Engineer,Apple,"Singapore, Singapore",7.0,scored,linkedin,,https://sg.linkedin.com/jobs/view/fullstack-java-engineer-at-apple-4360054993,"Node.js, JavaScript/TypeScript, Python, Express.js, REST APIs, WebSockets, microservices, ReactJS, MySQL, PostgreSQL, MongoDB, Cloud & DevOps",Candidate has relevant experience but lacks Java expertise.,2026-02-13T19:11:39.301115,,,,
68,Full Stack Developer Intern,Vertis,"Singapore, Singapore",7.0,scored,linkedin,,https://sg.linkedin.com/jobs/view/full-stack-developer-intern-at-vertis-4365992291,"C#, Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, ReactJS, LLM integration","Candidate has strong technical skills matching the job, but may be overqualified for an intern position.",2026-02-13T19:11:39.301115,,,,
22,Fullstack Entwickler (m/w/d),LeadTable,"Kempten, Bavaria, Germany",7.0,scored,linkedin,,https://de.linkedin.com/jobs/view/fullstack-entwickler-m-w-d-at-leadtable-4361885346,"C#, Node.js (JavaScript/TypeScript), Python, Express.js, REST APIs, WebSockets, microservices, ReactJS, GenAl & Al Agents, LLM integration, RAG, Databases orchestration, workflow automation, Cloud & DevOps, Security, AWS, DigitalOcean, Docker, Linux, CI/CD","Good match for technical skills and seniority level, but some location compatibility concerns",2026-02-13T19:10:54.961371,,,,
21,Backend Engineer - Agents Team,Taktile,"Berlin, Berlin, Germany",7.0,scored,linkedin,,https://de.linkedin.com/jobs/view/backend-engineer-agents-team-at-taktile-4369258510,"Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration, JWT, OAuth2",High technical skill match due to multiple backend and AI-related skills.,2026-02-13T19:10:54.961371,,,,
112,Head of Strategic Accounts,Mesh,Remote,6.5,scored,remoteok,,https://remoteOK.com/remote-jobs/remote-head-of-strategic-accounts-mesh-1130155,"REST APIs, WebSockets, microservices, event-driven systems, Python, Node.js (JavaScript/TypeScript), C#, ReactJS","Strong technical skill match, seniority fit, and role type alignment, but some concerns about growth potential.",2026-02-13T19:12:57.725229,,,,
90,Senior Support Operations Manager,DeepIntent,Remote,6.5,scored,remoteok,,https://remoteOK.com/remote-jobs/remote-senior-support-operations-manager-deepintent-1130214,,"Moderate match due to experience and skill set, but not directly related to Support Operations Manager role.",2026-02-13T19:12:57.724229,,,,
118,Partner Sales Manager,Acceldata,Remote,6.0,scored,remoteok,,https://remoteOK.com/remote-jobs/remote-partner-sales-manager-acceldata-1130142,,"The candidate's skills in backend development and GenAI are not directly applicable to the sales management role. However, their technical background could be an asset in a business-facing role.",2026-02-13T19:12:57.725749,,,,
111,Finance Expert,xAI,Remote,6.0,scored,remoteok,,https://remoteOK.com/remote-jobs/remote-finance-expert-xai-1130160,"Python, PHP, Node.js (JavaScript/TypeScript), Express.js, FastAPI, REST APIs, WebSockets, microservices, GenAl & Al Agents, LLM integration (Azure GPT/OpenAI), RAG, Al agents, prompt","The candidate has a strong technical skill match, but some skills are unrelated to the job description. Role type alignment is low due to the lack of Backend or AI/ML roles in the company.",2026-02-13T19:12:57.725229,,,,
103,Enterprise Account Executive KSA,Dataiku,Remote,5.0,scored,remoteok,,https://remoteOK.com/remote-jobs/remote-enterprise-account-executive-ksa-dataiku-1130184,"REST APIs, WebSockets, Node.js, Express.js, Python, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration, RAG, Al agents, prompt","Candidate's technical skills match some requirements but not all; seniority fit is appropriate, role type alignment is mostly relevant, location compatibility is suitable, growth potential exists",2026-02-13T19:12:57.725229,,,,
124,Enterprise Account Manager,UiPath,Remote,4.0,scored,remoteok,,https://remoteOK.com/remote-jobs/remote-enterprise-account-manager-uipath-1130127,,"The candidate's skills are not directly applicable to this role, which focuses on business development and account management.",2026-02-13T19:12:57.725749,,,,
105,Junior Multimedia Designer,ALX Africa,Remote,4.0,scored,remoteok,,https://remoteOK.com/remote-jobs/remote-junior-multimedia-designer-alx-africa-1130177,,Low score due to significant mismatch in technical skills and seniority.,2026-02-13T19:12:57.725229,,,,
